Weights-0,9505075,0,57938164,-0,7001159,0,26478034,0,874581,-0,99013853,0,6927446,-0,095079504,0,005646544,
0,4759716,0,9064218,-0,5680293,-0,45555782,-0,07363498,-0,8125148,-0,07681171,0,57887655,0,014169151,
0,0224401,-0,055588063,-0,0944006,0,62451816,0,6908414,-0,7801178,-0,5648215,0,69148344,-0,0996301,
-0,169976,0,0092826495,0,19544971,-0,65544677,0,94762087,-0,7217952,-0,267164,0,39092204,-0,03961592,
-0,49534243,-0,6976612,0,17108391,-0,547332,-0,47416323,-0,49817353,-0,06654414,0,1620562,0,058067754,
-0,43201455,0,55044305,-0,06462515,0,7487566,0,602279,0,93879455,-0,80158234,0,30879816,-0,3439432,
-0,53079426,0,14023703,-0,35703474,0,910131,0,92970395,-0,8877707,-0,54088295,0,1138385,0,19471215,
0,039216157,-0,8882062,-0,39844975,0,5135095,0,12407069,0,9926143,0,74036515,0,7751858,-0,6337119,
0,3486656,0,609673,0,25740156,0,44700822,0,8528718,0,40932658,0,30258298,0,67420536,0,28257528,
-0,9902442,0,4728291,-0,18132016,0,25828502,-0,33392873,0,5525512,-0,08648754,-0,382842,0,060768817,
0,699925,-0,23749097,-0,76966494,0,1589011,-0,23126961,0,76162815,0,7029916,0,74820954,0,89972293,
-0,99739873,-0,8507824,-0,38969225,-0,42978957,0,2412577,0,99576277,-0,16301747,-0,4204855,-0,9427051,
0,25463852,0,027010145,-0,88374996,0,18041785,-0,70334554,0,70449466,0,71870387,0,1175054,0,6554157,
0,86260074,0,29535627,0,9758842,-0,6476329,0,4036483,-0,5113267,-0,13864677,0,7011564,0,70575,
0,44919232,-0,44548434,-0,7586982,-0,34001553,0,31735125,-0,5619838,0,613832,-0,04808621,0,06707405,
0,7986772,-0,61130595,0,34041724,-0,61601585,0,19010547,0,59259504,0,8399168,-0,46394283,-0,063371405,
-0,3051352,0,5378552,0,5324681,-0,99568087,0,8716169,0,51567566,-0,9219164,-0,8443518,-0,74067754,
-0,58534914,0,7175448,-0,9743784,-0,019909866,-0,8502317,-0,04411339,-0,33057907,0,1162963,0,5874636,
0,058672328,-0,521364,0,4476754,0,24576731,-0,8040199,0,80026245,-0,103342235,0,73058546,-0,5379561,
0,24213593,-0,14605047,0,75316614,0,33728623,0,72487,-0,5399781,-0,104347244,-0,22094128,0,26516584,
-0,8786311,0,13760613,-0,99248475,0,7935072,0,1886909,0,78163916,-0,53519464,0,00014260097,-0,8191938,
0,12592898,-0,74735284,-0,1750823,0,60301846,-0,5253568,0,4654732,-0,42772347,0,98637015,0,42207304,
-0,8996109,0,64119554,-0,19056523,-0,39438996,0,26022917,-0,7631155,0,010217705,0,26225454,0,6891471,
0,032184135,0,45590886,0,23664238,0,46632895,-0,9107797,0,16505998,0,68320626,-0,7959813,-0,3665234,
-0,794224,0,32241246,0,97473985,-0,41162503,-0,5347258,-0,9641544,-0,35707986,-0,6310542,-0,25374344,
0,033428065,0,4506409,0,7629541,0,8880834,-0,851713,0,7769612,-0,8017137,-0,94105923,-0,26858348,
-0,41040242,0,6202468,0,24153268,0,95801455,0,929922,0,31261024,0,15363954,-0,8085253,-0,21020453,
-0,7130579,-0,6465547,-0,91727257,0,23003699,-0,3031034,0,3404614,-0,72629005,-0,71166724,0,7787921,
-0,25785622,-0,9996199,0,19523421,0,9125701,0,08349697,-0,011567102,0,17484494,0,29586163,0,47983927,
0,23377316,0,5375419,0,673856,0,147262,-0,6483211,-0,6286539,0,9915503,-0,570217,0,6282914,
0,3915174,0,46652916,0,16423316,0,67566264,-0,0008797001,0,40118083,-0,80340576,0,87640613,0,97615427,
0,059348896,0,5853559,-0,9511721,-0,46042702,-0,15130019,0,38861966,-0,4465248,-0,02509283,-0,5522942,
0,60510975,0,33177477,-0,67992926,-0,51901436,0,15681885,-0,20417453,0,21750873,0,91305596,0,5676026,
0,67266166,-0,35516223,-0,3681897,-0,5547508,-0,039385114,-0,10343705,-0,04018478,0,32527584,0,96733636,
0,31342995,0,27850983,0,38214988,0,50890756,0,94862705,0,37540823,0,61523324,0,16688465,-0,3539015,
0,4799607,0,05403964,-0,75052536,-0,5702378,-0,689569,-0,94671136,0,36098024,0,77150667,-0,06866557,
mutability 
20fitnessScore0
